Function Name,Code,Test Number,Score,Computation Time,True Positives,False Positives
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",21,0.0,0.08821487426757812,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",35,0.0,0.13303756713867188,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",100,0.0,0.17595291137695312,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",256,0.0,0.2205371856689453,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",101,0.0,0.25200843811035156,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",103,0.0,0.2830028533935547,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",107,0.0,0.3139972686767578,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",109,0.0,0.34332275390625,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",113,0.0,0.3724098205566406,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",127,0.0,0.40340423583984375,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",131,0.0,0.4417896270751953,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",137,0.0,0.47278404235839844,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",139,0.0,0.5033016204833984,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",149,0.0,0.5357265472412109,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",143,0.0,0.5686283111572266,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",323,0.0,0.6096363067626953,0,0
gcd_ratio,"    def _gcd_ratio(self, n, k):
        """"""دالة نسبة القاسم المشترك""""""
        return 1 + (gcd(n, k) ** 2) / (n * k)
",667,0.0,0.6761550903320312,0,0
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",21,0.5,0.07963180541992188,2,2
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",35,0.4444444444444445,0.11897087097167969,2,3
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",100,0.5263157894736842,0.17070770263671875,5,5
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",256,0.28571428571428575,0.23221969604492188,3,9
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",101,0.16666666666666669,0.27871131896972656,1,9
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",103,0.16666666666666669,0.32210350036621094,1,9
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",107,0.16666666666666669,0.3654956817626953,1,9
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",109,0.16666666666666669,0.4074573516845703,1,9
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",113,0.16666666666666669,0.44798851013183594,1,9
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",127,0.1818181818181818,0.49591064453125,1,8
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",131,0.15384615384615385,0.5424022674560547,1,10
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",137,0.15384615384615385,0.5869865417480469,1,10
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",139,0.15384615384615385,0.6320476531982422,1,10
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",149,0.14285714285714285,0.67901611328125,1,11
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",143,0.26666666666666666,0.7259845733642578,2,9
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",323,0.19047619047619047,0.7925033569335938,2,15
modular_distance,"    def _modular_distance(self, n, k, base=2):
        """"""دالة المسافة المعيارية""""""
        try:
            x = pow(base, n, k)
            y = pow(base, k, n)
            return 1 + abs(x - y) / min(k, n)
        except:
            return 1
",667,0.13793103448275865,0.8826255798339844,2,23
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",21,0.5714285714285715,0.4334449768066406,2,1
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",35,0.5,0.9322166442871094,2,2
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",100,0.6250000000000001,2.048015594482422,5,2
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",256,0.4444444444444444,4.012107849121094,4,5
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",101,0.28571428571428575,5.130767822265625,1,4
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",103,0.28571428571428575,6.241083145141602,1,4
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",107,0.28571428571428575,7.399797439575195,1,4
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",109,0.28571428571428575,8.485794067382812,1,4
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",113,0.28571428571428575,9.894609451293945,1,4
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",127,0.25,11.158466339111328,1,5
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",131,0.25,12.421369552612305,1,5
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",137,0.25,13.65518569946289,1,5
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",139,0.25,15.105009078979492,1,5
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",149,0.25,16.469955444335938,1,5
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",143,0.4,17.722129821777344,2,4
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",323,0.3333333333333333,19.94180679321289,2,6
heuristic_pollard,"    def _heuristic_pollard(self, n, k, iterations=100):
        """"""دالة عشوائية موجهة""""""
        if k == 1 or k == n:
            return 2.0

        matches = 0
        for i in range(iterations):
            a = hash((n, k, i)) % min(n, k) + 1
            if pow(a, k-1, k) == 1:  # اختبار Fermat المحسّن
                if n % k == 0:
                    matches += 2
                else:
                    matches += 0.5

        return 1 + matches / iterations
",667,0.28571428571428575,23.160696029663086,2,8
shadow_euler,"    def _shadow_euler(self, n, k):
        """"""دالة أويلر الظلية المقترحة""""""
        # حساب φ تقريبي
        def approx_totient(x):
            if x < 1000:  # جدول قيم صغير
                return sum(1 for i in range(1, x) if gcd(i, x) == 1)
            else:
                # تقريب بسيط لا يحتاج التحليل
                return int(x * 0.6)  # تقريب خاطئ لكن سريع

        try:
            phi_nk = approx_totient(n * k)
            phi_n = approx_totient(n)
            phi_k = approx_totient(k)

            if phi_n * phi_k == 0:
                return 1
            return phi_nk / (phi_n * phi_k)
        except:
            return 1
",21,0.4,0.2472400665283203,1,0
